,age,workclass,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
360871,24,Private,10,Never-married,Own-child,White,Male,25844,1199,10,1
360872,80,Private,10,Never-married,Own-child,White,Male,13468,0,10,1
360873,24,Private,10,Never-married,Husband,White,Male,93665,0,10,1
360874,24,Private,10,Never-married,Own-child,Black,Male,20150,0,10,1
360875,24,Without-pay,10,Never-married,Own-child,White,Male,11605,0,10,1
360876,24,Self-emp-not-inc,10,Never-married,Own-child,White,Male,57670,0,10,1
360877,24,Private,10,Divorced,Own-child,White,Male,63295,0,10,1
360878,24,Private,10,Never-married,Own-child,White,Male,9646,3726,10,1
360879,24,Private,10,Never-married,Own-child,White,Male,19851,0,10,1
360880,32,Private,10,Never-married,Own-child,White,Male,75045,0,10,1
360881,24,Private,10,Never-married,Own-child,White,Male,11470,0,10,1
360882,24,Private,10,Never-married,Own-child,White,Male,24563,0,26,1
360883,24,Private,10,Never-married,Own-child,White,Female,60497,0,10,1
360884,24,Private,10,Never-married,Own-child,White,Male,28199,0,10,1
360885,24,Private,10,Never-married,Wife,White,Male,26728,0,10,1
360886,24,Private,10,Never-married,Own-child,White,Male,9718,0,1,1
360887,24,Self-emp-not-inc,10,Never-married,Own-child,White,Male,11223,0,10,1
360888,24,Private,10,Divorced,Own-child,White,Male,83223,0,10,1
360889,24,Private,10,Never-married,Own-child,Black,Male,39630,0,10,1
360890,24,Private,10,Never-married,Own-child,White,Male,9350,0,10,1
360891,24,Private,10,Never-married,Own-child,White,Male,81988,3598,10,1
360892,24,Private,10,Never-married,Own-child,White,Male,85477,2236,10,1
360893,24,Private,10,Separated,Own-child,White,Male,83583,0,10,1
360894,24,Private,10,Never-married,Own-child,Amer-Indian-Eskimo,Male,97241,0,10,1
360895,24,Local-gov,10,Never-married,Own-child,White,Male,69734,0,10,1
360896,24,Private,12,Never-married,Own-child,White,Male,65873,0,10,1
360897,24,Self-emp-inc,10,Never-married,Own-child,White,Male,95583,0,10,1
360898,24,Private,14,Never-married,Own-child,White,Male,29313,0,10,1
360899,24,Private,10,Never-married,Own-child,White,Male,24708,0,10,1
360900,31,Local-gov,10,Married-AF-spouse,Own-child,Black,Male,86512,0,40,1
360901,18,Local-gov,10,Never-married,Own-child,Black,Male,80073,0,40,1
360902,31,Local-gov,10,Separated,Own-child,Black,Male,55568,0,40,1
360903,31,Local-gov,10,Never-married,Own-child,Black,Female,39915,0,40,1
360904,31,Local-gov,10,Never-married,Own-child,Black,Male,22143,0,40,1
360905,49,Local-gov,10,Never-married,Own-child,Black,Male,58409,0,40,1
360906,31,Local-gov,10,Never-married,Own-child,Black,Male,65034,0,40,1
360907,31,Local-gov,10,Never-married,Own-child,Black,Male,86512,0,40,1
360908,22,Local-gov,10,Never-married,Own-child,Black,Male,17902,0,40,1
360909,31,Local-gov,10,Never-married,Own-child,Black,Male,12379,74,40,1
360910,31,Local-gov,10,Married-AF-spouse,Own-child,Black,Male,34538,0,40,1
360911,31,Local-gov,10,Never-married,Own-child,White,Male,11192,0,40,1
360912,31,Local-gov,10,Never-married,Own-child,Black,Male,81198,0,80,1
360913,71,Local-gov,10,Never-married,Own-child,Black,Male,89868,0,40,1
360914,31,Local-gov,10,Never-married,Own-child,Black,Male,71662,0,40,1
360915,31,Local-gov,10,Never-married,Own-child,Asian-Pac-Islander,Male,18753,0,40,1
360916,31,Local-gov,10,Divorced,Own-child,Black,Male,36420,0,40,1
360917,31,Local-gov,10,Never-married,Own-child,Black,Male,99577,0,40,1
360918,31,Local-gov,12,Never-married,Own-child,Black,Male,39365,0,40,1
360919,31,Local-gov,10,Never-married,Own-child,Black,Male,22143,2575,40,1
360920,31,Self-emp-not-inc,10,Never-married,Own-child,Black,Male,65998,0,40,1
360921,31,Local-gov,10,Never-married,Own-child,Black,Male,49408,545,40,1
360922,31,Local-gov,10,Never-married,Own-child,Black,Male,99137,0,40,1
360923,29,Local-gov,10,Never-married,Own-child,Black,Male,73650,0,40,1
360924,31,Local-gov,10,Never-married,Own-child,Black,Male,29720,0,40,1
360925,31,Local-gov,11,Never-married,Own-child,Black,Male,88188,0,40,1
360926,31,Private,10,Never-married,Own-child,Black,Male,90079,0,40,1
360927,31,Local-gov,10,Never-married,Own-child,Black,Male,64433,0,40,1
360928,31,Local-gov,10,Never-married,Own-child,Black,Male,74560,0,40,1
360929,31,Local-gov,10,Never-married,Own-child,Black,Male,24673,0,40,1
360930,31,Local-gov,10,Never-married,Own-child,Black,Male,48542,98,40,1
360931,31,Local-gov,10,Never-married,Own-child,Black,Male,27559,0,40,1
360932,31,Local-gov,10,Never-married,Own-child,Black,Male,48930,0,40,1
360933,31,Local-gov,10,Widowed,Own-child,Black,Male,23023,0,40,1
360934,31,Local-gov,13,Never-married,Own-child,Black,Male,82093,0,40,1
360935,31,Local-gov,10,Never-married,Not-in-family,Black,Male,10278,0,40,1
360936,31,Local-gov,10,Never-married,Own-child,Black,Male,10651,0,40,1
360937,31,Local-gov,4,Never-married,Own-child,Black,Male,21976,0,40,1
360938,31,Local-gov,10,Never-married,Own-child,Black,Male,49679,0,40,1
360939,31,Local-gov,10,Never-married,Own-child,Black,Male,25498,0,40,1
360940,31,Local-gov,10,Never-married,Own-child,Black,Male,62649,0,73,1
360941,31,Local-gov,10,Never-married,Own-child,White,Male,40837,0,40,1
360942,31,Local-gov,10,Never-married,Own-child,Black,Male,30122,0,40,1
360943,31,Local-gov,10,Never-married,Own-child,Black,Male,42359,0,40,1
360944,31,Local-gov,10,Never-married,Own-child,Black,Male,20030,0,40,1
360945,62,Local-gov,10,Never-married,Own-child,Black,Male,53153,0,40,1
360946,31,Local-gov,10,Never-married,Own-child,Black,Male,16654,0,40,1
360947,31,Local-gov,10,Never-married,Own-child,Black,Male,89971,0,13,1
360948,31,Local-gov,10,Never-married,Own-child,Black,Male,85988,0,40,1
360949,31,Local-gov,10,Never-married,Own-child,Amer-Indian-Eskimo,Male,78776,0,40,1
360950,85,Private,9,Married-civ-spouse,Husband,White,Male,0,215,40,0
360951,53,Private,9,Divorced,Other-relative,White,Male,0,0,40,0
360952,17,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
360953,53,Self-emp-not-inc,11,Married-civ-spouse,Husband,White,Male,0,0,40,0
360954,53,Private,9,Married-civ-spouse,Husband,White,Male,0,2229,42,0
360955,53,Private,9,Married-civ-spouse,Husband,White,Male,0,0,81,0
360956,23,Private,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,0
360957,53,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,3356,40,0
360958,53,Private,9,Married-civ-spouse,Husband,White,Male,0,0,13,0
360959,62,Private,9,Married-civ-spouse,Husband,White,Female,0,0,40,0
360960,53,Private,9,Married-civ-spouse,Husband,White,Female,0,3517,40,0
360961,53,Private,9,Separated,Husband,White,Male,0,721,40,0
360962,48,Private,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,0
360963,53,Private,9,Never-married,Own-child,White,Male,0,0,40,0
360964,44,Private,9,Married-civ-spouse,Own-child,White,Male,0,0,40,0
360965,73,Private,9,Married-civ-spouse,Husband,White,Male,0,0,20,0
360966,53,Private,3,Married-civ-spouse,Other-relative,White,Male,0,0,40,0
360967,53,Local-gov,9,Separated,Husband,White,Male,0,0,40,0
360968,53,Private,9,Married-civ-spouse,Husband,Black,Male,0,51,40,0
360969,53,Private,9,Married-civ-spouse,Husband,White,Female,0,0,28,0
360970,53,Private,9,Married-civ-spouse,Husband,White,Male,0,3358,40,0
360971,53,Private,9,Married-civ-spouse,Husband,White,Male,0,3250,40,0
360972,53,State-gov,9,Married-civ-spouse,Husband,White,Male,0,356,40,0
360973,53,Private,9,Married-civ-spouse,Unmarried,Other,Male,0,0,40,0
360974,53,Private,9,Married-spouse-absent,Husband,White,Male,0,0,84,0
360975,53,Private,9,Married-civ-spouse,Husband,Black,Male,3844,0,40,0
360976,53,State-gov,1,Married-civ-spouse,Husband,White,Male,0,0,40,0
360977,53,Private,9,Widowed,Wife,White,Male,0,0,40,0
360978,53,Private,4,Married-civ-spouse,Husband,White,Male,0,0,40,0
360979,53,Private,5,Married-AF-spouse,Husband,White,Male,0,0,40,0
360980,53,Private,3,Married-civ-spouse,Husband,White,Male,0,0,50,0
360981,53,Private,10,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,40,0
360982,53,Private,12,Never-married,Husband,White,Male,0,0,40,0
360983,53,Private,9,Married-civ-spouse,Husband,White,Male,0,763,40,0
360984,53,Private,9,Divorced,Husband,White,Male,0,1850,40,0
360985,53,Private,9,Married-civ-spouse,Husband,White,Male,0,1519,40,0
360986,53,Private,9,Married-civ-spouse,Husband,Black,Male,0,0,43,0
360987,27,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
360988,25,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
360989,51,Private,9,Married-civ-spouse,Husband,White,Male,0,2454,40,0
360990,53,Private,9,Married-civ-spouse,Other-relative,White,Male,0,2431,40,0
360991,53,Private,9,Never-married,Husband,White,Male,0,163,40,0
360992,53,Private,9,Married-civ-spouse,Husband,White,Male,0,2840,40,0
360993,53,Private,9,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Female,0,0,40,0
360994,85,State-gov,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
360995,53,Private,9,Married-civ-spouse,Husband,White,Male,0,2536,40,0
360996,54,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,0
360997,53,Private,9,Married-civ-spouse,Husband,White,Male,0,0,26,0
360998,40,Private,9,Married-civ-spouse,Husband,White,Male,0,0,30,0
360999,53,Private,9,Married-civ-spouse,Husband,White,Male,0,0,82,0
