,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment
360966,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,5106,4026,755,192204,5303,0
360967,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,456663,28342,24894,25272,32356,5106,4026,755,1029,5303,0
360968,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,817519,807011,5106,4026,755,1029,5303,0
360969,18113,70000,2,2,2,26,0,0,0,0,0,0,944467,23174,26103,28342,24894,25272,3003,5106,4026,755,1029,5303,0
360970,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,747863,4026,755,1029,5303,0
360971,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,7815,3003,5106,4026,755,407461,5303,0
360972,8448,70000,2,2,1,26,0,0,0,0,0,0,23409,51611,26103,28342,24894,25272,3003,5106,4026,755,1029,5303,0
360973,8448,70000,2,2,2,26,8,0,0,0,0,0,23409,23174,732064,28342,24894,25272,3003,5106,4026,755,1029,5303,0
360974,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,-29714,24894,25272,3003,5106,4026,755,1029,5303,0
360975,8448,70000,2,2,2,26,4,0,0,0,0,-1,23409,23174,26103,28342,24894,25272,3003,5106,4026,755,1029,5303,0
360976,8448,70000,1,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,486314,25272,3003,5106,4026,755,1029,5303,0
360977,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,-59843,26103,28342,684281,25272,3003,5106,4026,755,1029,5303,0
360978,8448,70000,2,2,2,26,0,0,0,-1,0,0,23409,110869,26103,28342,24894,25272,3003,5106,4026,755,1029,5303,0
360979,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,936995,4026,755,1029,5303,0
360980,8448,70000,2,2,2,26,0,0,0,0,0,8,23409,23174,26103,28342,24894,25272,3003,251383,4026,755,1029,5303,0
360981,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,780353,4026,755,1029,5303,0
360982,8448,70000,2,6,2,26,0,0,0,3,0,0,23409,23174,26103,28342,24894,25272,3003,5106,4026,755,1029,5303,0
360983,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,739853,26103,28342,24894,25272,3003,5106,4026,755,1029,5303,0
360984,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,5106,4026,189534,1029,5303,0
360985,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,784497,683750,28342,24894,25272,3003,5106,4026,755,1029,5303,0
360986,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,137831,4026,755,1029,5303,0
360987,8448,70000,2,2,2,26,0,0,0,0,5,0,23409,23174,26103,28342,24894,25272,3003,5106,4026,755,1029,5303,0
360988,8448,38990,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,5106,4026,755,1029,5303,0
360989,8448,70000,2,2,2,26,0,0,0,0,0,0,237603,23174,26103,28342,24894,25272,3003,5106,121538,755,1029,5303,0
360990,8448,70000,2,2,2,26,5,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,5106,4026,755,1029,5303,0
360991,8448,86804,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,531687,4026,755,1029,5303,0
360992,8448,70000,2,2,2,26,0,0,0,0,0,0,356307,23174,26103,28342,24894,25272,3003,380480,4026,755,1029,5303,0
360993,8448,70000,2,2,2,70,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,5106,427462,755,1029,5303,0
360994,8448,70000,2,2,2,26,0,0,0,0,7,0,23409,159672,26103,28342,24894,25272,3003,5106,4026,755,1029,5303,0
360995,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,864515,617687,4026,755,1029,5303,0
360996,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,358686,4026,755,1029,379475,0
360997,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,5106,623341,755,365000,5303,0
360998,5328,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,386660,5106,4026,755,1029,5303,0
360999,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,545272,4026,755,1029,5303,0
361000,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,5106,4026,755,25955,5303,0
361001,8448,312786,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,5106,4026,755,1029,5303,0
361002,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,831827,26103,28342,24894,25272,3003,5106,4026,755,1029,5303,0
361003,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,72803,26103,28342,24894,25272,3003,5106,16659,755,1029,5303,0
361004,8448,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,26103,28342,24894,25272,3003,5106,4026,52674,1029,60677,0
361005,19939,70000,2,2,2,26,0,0,0,0,0,0,23409,23174,109627,28342,24894,25272,3003,5106,4026,755,1029,5303,0
361006,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,246824,0,0,77023,0,0,0,0,0,0,0,0,0
361007,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,618727,0,0,0,0,1987,0
361008,4536,230000,2,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,1139799,0,0,0,0,0
361009,27299,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,487349,0,0,0,0,0,0,0,0,0,0,0
361010,4536,230000,1,2,2,37,1,-2,-2,6,-2,-2,0,0,0,0,0,0,0,0,0,0,0,246534,0
361011,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,214526,779091,0,0,0,0
361012,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,558091,0,0,0,0,794764,0,0,0,0
361013,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,639017,0,0,0,0,0,0,0
361014,4536,230000,1,2,2,37,1,-2,-2,-2,5,-2,0,982687,0,0,0,0,0,0,0,0,0,0,0
361015,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,371775,0,0,0,0,0,0,0,0,0,0,0,0
361016,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,487716,0,0,0
361017,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,927252,0,0,0,0,0,0,0
361018,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,702102,0,0,0,0
361019,4536,230000,1,2,2,37,7,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
361020,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,743547,0,0,0,0,0,0,0
361021,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,478859,0,0,0,0,0,0,0
361022,4536,982551,1,2,2,37,-1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
361023,25426,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
361024,4536,230000,1,2,2,37,1,-2,5,-2,-2,-2,0,0,0,0,0,0,0,0,678695,0,0,0,0
361025,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,44733,0,0
361026,4536,230000,1,1,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,639017,0,0,0,0,0,0,0
361027,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,137091,0,0,0
361028,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,482095,0,0,0,0,0,0,0
361029,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,626011,0,0,0,0,0,0
361030,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,506373,0,0,0,0,0,0,0,0,0,0,0
361031,4536,230000,1,2,2,37,1,5,-2,-2,-2,-2,0,0,0,0,0,182489,0,0,0,0,0,0,0
361032,4536,187836,1,2,2,37,1,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
361033,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,811779,0,0,0,0,498735,0
361034,4536,230000,1,2,2,37,1,-2,-2,1,-2,-2,0,0,0,0,0,0,0,0,0,497692,0,0,0
361035,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,45230,0,0,0
361036,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,122288,0,0,0,0,0,762293,0,0,0,0,0,0
361037,4536,230000,2,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,840296,0,0,0,0,0,0
361038,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,119842,0,0
361039,4536,230000,1,2,2,51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
361040,4536,230000,1,2,2,37,-2,-2,-2,-2,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
361041,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,308855,0,0,0,0,0,0,0,0,0,0,0,0
361042,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,284854,0
361043,4536,230000,1,2,2,37,6,-2,-2,-2,-2,-2,-22753,0,0,0,0,0,0,0,0,0,0,0,0
361044,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,324719,0,0,0,0
361045,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,653888,0,0,0,0,0,0,0,0,0,0,0,0
361046,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,358785,0,0,0,0,0,0
361047,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,248666,0,322374,0
361048,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,610084,0,0,0,0,0,0,0,0,0,0,0,0
361049,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,153184,0,0,0,0
361050,4536,230000,1,2,2,37,1,-2,3,-2,-2,-2,0,0,0,0,0,246230,0,0,0,0,0,0,0
361051,4536,216921,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,393111,0,0,0,0,0,0,0
361052,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,624615,0,0,0,0,0,0,0,0,0,238075,0
361053,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,620831,0,0,0,0,0,0,0,208837,0
361054,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,898990,0,0,0,35645,0,0,0,0
361055,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,60812,0,0,0
361056,23949,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,860841,0,0,0,0,0,0,0,0,0
361057,4536,230000,1,2,2,37,2,-2,-2,-2,-2,-2,0,0,0,0,0,729503,0,0,0,0,0,0,0
361058,4536,230000,1,2,2,37,1,-2,-2,-2,-2,7,0,0,0,0,0,0,0,0,240123,0,0,0,0
361059,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,178468,657278,0,0,0,0,0
361060,4536,230000,1,2,2,37,1,-2,-2,5,-2,-2,0,0,24768,0,0,0,0,0,0,0,0,0,0
361061,4536,230000,1,2,2,37,1,-2,6,-2,-2,-2,0,425534,0,0,0,0,0,0,0,0,0,0,0
361062,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,215374,0,0,0,415379,0,0,0,0,0,0,0,0
361063,4536,230000,1,2,2,37,-1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,86755,0
361064,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,287401,0,0,150591,0,0
361065,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,462949,0,0,255212,0
361066,17279,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,941372,0,0,0,0,0,0,0,0,0,0,0
361067,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,869660,0,0,0,0,526860,0
361068,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,-92835,0,0,0,485697,0,0,0
361069,24577,230000,1,2,2,37,2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
361070,4536,230000,1,4,2,37,1,-2,-2,-2,-2,-2,394062,0,0,0,0,0,0,0,0,0,0,0,0
361071,29049,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,671320,0,0,0,0,0,0,0,0,0
361072,17013,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,-53873,0,0,0,0,0,0,0,0,0,0
361073,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,442880,0,0,0,0
361074,4536,271447,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,182050,0,0
361075,4536,230000,1,2,2,37,1,-2,-2,3,-2,-2,0,0,0,0,0,0,0,0,0,487716,0,0,0
361076,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,165942,0,0
361077,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,389837,0
361078,4536,230000,1,2,2,37,2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
361079,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
361080,4536,230000,1,2,2,52,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
361081,4536,881792,1,2,3,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
361082,4536,230000,1,2,2,37,1,7,-2,-2,-2,-2,0,0,0,0,0,0,0,0,662390,0,0,0,0
361083,4536,230000,1,2,2,37,1,-2,-2,-2,3,-2,0,0,0,0,0,0,602833,0,0,0,0,0,0
361084,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,297855,0
361085,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,614983,-17019,0,0,0,0,0,0,0,0,0
361086,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,586113,0,0,0,0
361087,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,266479,0,0,0,0,0,0,0
361088,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,147050,0,0
361089,25927,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
361090,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,278951,0,0,0,0
361091,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,-145382,0,0,0,0,0,0,0,0,0,166497,0,0
361092,4536,230000,1,4,2,37,1,-2,-2,-2,-2,-2,0,111718,0,0,0,0,0,0,0,0,0,0,0
361093,4536,230000,1,2,2,37,4,-2,-2,-2,-2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
361094,4536,230000,1,2,2,37,1,-2,7,-2,-2,-2,0,0,0,0,0,0,0,0,586758,0,0,0,0
361095,11992,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,906740,0,0,0,0,0,0,0,0
361096,4536,813889,1,2,2,37,8,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
361097,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,231058,0,0,0
361098,4536,27336,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,644724,0,0,0,0,0,0
361099,4536,230000,1,2,2,37,1,2,-2,-2,-2,-2,111974,0,0,0,0,0,0,0,0,0,0,0,0
361100,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,182050,0,0
361101,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,160316,0,0,0,0,0,0,0,0,0,0,0,0
361102,4536,230000,1,2,2,37,1,7,-2,-2,-2,-2,0,0,724240,0,0,0,0,0,0,0,0,0,0
361103,4536,179664,1,2,2,37,1,-2,-2,-2,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
361104,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,303954,0,0,0,0
361105,4536,230000,1,2,2,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,420979,0,0,0,0,0,0
361106,27564,130000,1,2,2,26,0,0,0,0,0,0,680790,109805,825405,116357,806439,98173,4000,5000,8000,300695,4000,314224,0
361107,7118,130000,1,2,3,56,0,0,0,0,0,0,870860,109805,780600,427992,96936,70921,4000,5000,651578,539889,4000,5000,0
361108,27564,688858,1,2,2,56,0,0,0,0,0,0,308021,109805,647828,596656,466727,98173,648181,5000,8000,4000,4000,5000,1
361109,27564,130000,1,2,2,26,0,0,0,0,0,0,680790,542732,825405,116357,806439,98173,4000,727933,8000,300695,4000,314224,1
361110,27564,688858,1,2,2,56,0,0,3,0,0,0,308021,109805,647828,596656,466727,98173,648181,5000,8000,4000,4000,5000,1
361111,7118,130000,1,2,3,56,0,5,0,0,0,0,870860,109805,780600,427992,315391,70921,159008,5000,651578,539889,4000,5000,1
361112,27564,130000,1,2,2,70,5,0,0,5,8,0,-19044,109805,111780,605565,234938,21798,4000,365388,8000,4000,343268,5000,0
361113,27564,130000,2,2,2,56,5,0,0,0,0,4,717696,845645,111780,407269,543454,656450,474886,205159,8000,4000,384983,5000,1
361114,27564,130000,1,2,0,56,-2,2,-2,4,8,0,320149,822129,111780,116357,810025,98173,698390,5000,8000,4000,196268,5000,1
361115,27564,130000,1,2,2,56,0,6,0,0,5,5,632502,633570,111780,-82200,389543,606237,4000,426189,8000,4000,377496,250649,0
361116,27564,130000,1,2,2,74,7,0,0,0,0,6,227403,571776,432005,116357,96936,804297,514161,5000,8000,4000,4000,5000,0
361117,27564,801356,1,2,2,56,7,0,6,4,0,0,458090,109805,724583,116357,177877,98173,4000,5000,8000,277977,4000,508672,1
361118,27564,130000,1,2,2,26,0,0,-1,5,0,0,680790,542732,825405,116357,806439,959041,4000,727933,8000,300695,4000,314224,0
361119,27564,130000,2,2,0,56,-2,2,-2,4,8,0,320149,822129,111780,116357,810025,98173,698390,5000,8000,4000,196268,5000,0
361120,27564,130000,1,2,3,56,0,0,0,2,-2,4,745335,890009,111780,116357,867053,792261,4000,1042768,8000,4000,4000,5000,0
361121,17971,130000,1,2,2,60,-1,-2,0,-2,6,3,889667,15947,111780,116357,699294,208135,4000,5000,8000,4000,4000,5000,1
361122,27564,49503,2,6,1,56,0,0,0,6,0,0,-141297,757847,111780,116357,96936,223421,4000,5000,603985,527550,273047,5000,0
361123,27564,130000,1,1,0,56,7,0,0,0,4,0,791651,313638,111780,690011,759110,566400,4000,5000,378014,4000,4000,5000,1
361124,27564,130000,2,2,0,75,-2,2,-2,4,8,0,320149,822129,111780,395192,810025,98173,698390,5000,629995,4000,196268,5000,0
361125,27564,130000,1,2,3,56,0,5,0,2,-2,4,745335,890009,111780,116357,867053,792261,4000,1042768,8000,4000,145603,5000,0
361126,27564,130000,1,1,0,56,7,0,0,0,4,5,791651,313638,111780,690011,759110,566400,4000,5000,378014,4000,4000,5000,1
361127,10566,130000,1,2,2,63,0,0,0,0,0,6,585360,108033,111780,-93824,435688,98173,1784,5000,442636,4000,4000,319394,1
361128,27564,130000,1,2,3,56,0,5,0,2,-2,4,745335,890009,111780,116357,867053,792261,4000,1042768,449708,4000,145603,5000,0
361129,27564,130000,1,1,0,56,7,0,0,0,4,5,791651,313638,792554,690011,759110,566400,4000,5000,378014,4000,4000,5000,1
361130,27564,343475,1,4,2,56,8,0,1,0,0,0,711896,109805,594623,402400,416099,201185,657373,5000,332367,364072,213063,154630,1
361131,14804,337428,1,6,2,56,-1,0,4,0,4,0,952983,933626,480454,888328,415514,98173,333208,55065,8000,100899,4000,177452,1
361132,27564,130000,1,1,0,56,7,0,0,7,4,5,791651,313638,792554,690011,759110,566400,4000,5000,378014,4000,4000,5000,1
361133,27564,212992,1,2,2,58,1,0,0,3,2,0,602989,672395,111780,-153319,452951,216176,363433,5000,486255,4000,4000,318539,0
361134,27564,343475,1,4,0,56,8,0,1,0,0,0,711896,109805,594623,402400,416099,201185,657373,5000,332367,364072,213063,154630,1
361135,10620,130000,2,2,0,56,4,0,0,-2,6,4,-101634,698958,111780,116357,446315,98173,649253,129570,8000,161561,4000,280151,0
361136,8053,343475,1,4,0,56,8,0,1,0,0,0,711896,109805,594623,402400,416099,201185,657373,5000,332367,364072,213063,154630,1
361137,27564,130000,1,2,1,69,-2,0,4,5,2,4,936636,423812,573040,515272,179617,938470,597348,5000,8000,4000,4000,303676,0
361138,27564,295921,2,2,3,62,6,0,8,0,0,0,392100,953678,36873,321779,676458,98173,4000,130257,889219,487386,4000,221982,0
361139,622,130000,1,5,0,56,-2,3,4,2,-1,0,497182,578912,802025,116357,768808,98173,4000,5000,560953,158518,4000,422894,0
361140,27564,938372,1,2,1,69,-2,0,4,5,2,4,936636,423812,573040,515272,179617,938470,597348,5000,8000,4000,4000,303676,1
361141,27564,295921,2,2,3,62,6,0,8,0,8,0,392100,953678,36873,321779,676458,98173,4000,130257,889219,487386,4000,221982,0
361142,27564,130000,2,6,2,79,2,0,0,-2,0,0,121165,260482,734129,470997,666246,824008,4000,5000,747318,619051,4000,525662,1
361143,27564,539017,1,2,2,30,3,0,0,4,0,5,734817,548395,461691,365609,502152,803049,4000,5000,8000,551121,155336,373055,0
361144,10620,130000,2,2,0,56,4,0,0,-2,6,4,-101634,698958,819059,116357,446315,98173,649253,129570,8000,161561,4000,280151,1
361145,27564,359378,2,2,2,24,8,1,3,-2,7,0,760035,469894,68115,17539,866626,513561,4000,5000,8000,168508,97373,418499,0
361146,27564,938372,1,2,1,69,-2,0,4,5,2,4,936636,423812,573040,515272,179617,938470,597348,527989,8000,4000,4000,303676,0
361147,27564,212992,1,2,2,58,1,-2,0,3,2,0,602989,672395,135411,-153319,452951,216176,363433,5000,486255,4000,4000,318539,1
361148,27564,938372,1,2,1,69,-2,0,4,5,2,4,936636,423812,573040,515272,179617,938470,597348,527989,8000,4000,425567,303676,1
361149,733,120000,1,1,2,33,1,-2,-1,-1,-1,3,353398,383781,603091,757908,596174,424254,0,0,600,449604,0,0,1
361150,15245,120000,2,1,2,51,8,7,1,-1,-1,2,176688,288515,581439,364695,755013,28450,0,0,150316,0,0,0,1
361151,20375,120000,1,2,3,33,4,5,3,-1,8,5,522684,367978,18630,801711,199206,40320,0,0,600,0,0,0,1
361152,24397,222133,1,4,2,22,-1,-2,8,-1,-1,4,834461,542286,223183,675246,0,0,0,0,600,0,0,332936,0
361153,16892,336432,1,1,0,45,8,6,-2,-1,-1,7,505183,876700,724634,-108758,332511,0,0,439743,600,0,0,12600,0
361154,9719,626823,1,1,2,33,0,-2,6,-1,-1,-2,723119,679652,0,600,0,0,0,0,767544,0,0,0,0
361155,16892,120000,1,1,0,29,-2,-2,-1,-2,-1,3,253382,888171,581282,781213,884989,-86555,0,373127,600,541032,0,0,0
361156,374,120000,1,6,2,70,-1,-2,0,-1,-1,-2,0,310999,695892,783550,0,943774,0,0,776510,0,37232,0,1
361157,3622,120000,2,1,0,33,7,-2,8,5,2,-2,0,641869,679171,291095,475977,0,0,696778,600,0,0,458171,1
361158,16892,120000,1,1,3,34,4,7,3,-1,2,-2,325837,0,779302,236678,919637,477984,0,0,198041,0,301436,0,1
361159,16892,336432,1,1,0,45,8,6,-2,-1,-1,7,505183,876700,724634,-108758,332511,0,0,439743,552808,0,0,12600,1
361160,16946,120000,2,4,2,57,1,7,0,0,-1,-2,708898,0,65843,206779,567658,714587,0,0,600,0,120268,0,1
361161,3860,120000,1,1,3,33,5,-2,7,-1,-2,7,767158,624924,309610,600,0,613882,215236,0,877262,0,0,0,1
361162,21176,120000,1,2,2,72,7,2,4,5,2,8,0,460646,0,600,557173,0,0,607572,705578,0,0,0,1
361163,16892,161239,1,4,2,25,1,4,0,6,-1,-2,255437,424135,551154,399431,26019,374004,0,317935,424837,590314,422418,214228,1
361164,16892,845908,2,6,2,79,1,3,-2,3,-1,2,306091,874822,429740,-102311,708873,384672,0,0,600,0,376220,351739,1
361165,16892,866733,1,1,2,67,1,0,-2,-1,-1,-2,0,0,0,285012,0,0,0,0,600,0,0,0,1
361166,16892,860118,1,0,3,34,4,7,3,-1,2,-2,325837,0,779302,236678,919637,477984,0,0,198041,0,301436,0,0
361167,16892,120000,2,1,2,55,5,1,-2,-1,-1,0,0,334871,703960,-75697,396637,695200,0,0,240243,0,0,229075,1
361168,10550,631649,1,1,1,56,3,-2,3,-1,2,-2,681766,463054,444348,600,800858,564421,0,640095,600,0,251371,468001,1
361169,9719,626823,1,1,3,33,0,-2,6,-1,-1,-2,723119,679652,0,600,0,0,0,0,767544,0,0,0,1
361170,16892,120000,2,1,2,55,5,1,0,-1,-1,0,-140125,334871,703960,-75697,396637,695200,0,0,240243,0,0,229075,1
361171,4836,120000,2,1,3,33,2,-2,0,4,5,0,0,173255,0,600,0,739488,0,432473,515596,0,205784,429000,1
361172,8277,120000,1,5,2,42,-1,1,-2,-1,0,6,666801,299942,472406,702320,266148,0,0,756662,600,0,0,120200,0
361173,12410,120000,1,5,2,72,1,1,4,-1,6,-2,0,689555,386898,338500,500,861636,0,264594,600,45750,0,0,1
361174,16892,662101,2,6,2,50,1,3,5,-2,2,-2,728863,352795,656759,153916,558621,315237,0,0,632468,0,35400,0,1
361175,733,120000,1,1,2,67,1,5,-1,-1,-1,3,353398,383781,603091,757908,596174,424254,0,0,600,449604,0,0,1
361176,16892,120000,1,1,1,40,-2,-2,2,-1,-1,4,212809,0,396391,712842,182233,811757,604852,0,600,0,0,0,0
361177,181,120000,2,0,2,55,8,-2,-2,-1,6,4,530895,0,0,767625,448302,900275,0,865133,360604,325148,402923,165929,0
361178,16892,120000,1,1,0,75,7,-2,3,-1,-1,8,-30256,748229,815742,636804,233137,728422,0,0,865822,0,0,0,1
361179,12410,120000,1,5,2,72,1,1,-2,-1,6,-2,0,689555,386898,338500,500,861636,0,264594,600,45750,0,0,0
361180,14282,120000,1,1,1,72,1,-2,4,-1,8,5,0,774528,648755,483764,497802,220608,0,0,600,515458,0,45030,1
361181,16892,405714,2,1,2,23,3,-1,6,-1,-1,-2,748296,595589,51763,600,680653,789256,0,623165,854410,359116,0,272972,1
